X,Y,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
,,"772382772",way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,144400747,2,2023/11/24 09:50:38+00,09d44f5c9f644bb8a11cee4515fedd7b
,,"98996069",way,15.625,hospital,hospital,Kabarak Health Centre,kabarak,,,,,,,,,,,,,,,,,,,,,,,116994192,3,2022/02/04 08:07:24+00,603cf87f988f42b59e458b36cc7d4a44
36.7782340616406,-1.31792741342767,"612007539",node,25,hospital,,Wema Clinic,,,,private,operational,08:00-21:00,,,,,yes,,,,,,,,,,,,,136014599,7,2023/05/12 11:38:57+00,c620afee4a1d4122869c613ab4949a02
34.7551249380531,-0.120853338847468,"8214402692",node,15.625,pharmacy,,Kilo Junction Chemist,,,,private,operational,,,,,,,,,,,,,,,,,,,95631243,1,2020/12/10 17:00:58+00,072b037f187c4fa6a172976018c5ff5f
,,"798373822",way,12.5,hospital,hospital,Chewele Dispensary,,,,,,,,,,,,,,,,,,,,,,,,84415465,1,2020/04/30 13:10:26+00,f40f6ae190784398a51aebb560bf9479
36.7967087820634,-1.31709031275773,"696774091",node,21.875,clinic,,Gemkam Medical Clinic,,,,private,operational,07:00-20:00,,,,,,,,,,,,,,,,,,134436534,6,2023/04/03 04:49:06+00,a933fb76655447a2b78a39ee81c245c0
36.84548827341,-1.26573170980461,"7952200604",node,18.75,hospital,,Glory Hospital,,,,private,operational,,,,,ultrasound,,,,,,,,,,,,,,93792226,2,2020/11/09 10:53:38+00,0962e79e09d740518ac0ff290c2f1df4
36.7923800319885,-1.31202244646096,"698541835",node,21.875,hospital,,Frepals Maternity,,,,private,operational,24/7,,,,,,,,,,,,,,,,,,134935097,7,2023/04/15 10:44:49+00,4fed193f9d844f7783a346234859b41b
36.8059749760217,-1.29570606610534,"8421000017",node,21.875,hospital,hospital,Frontline Medical Consultants limited,,,"gynaecology;paediatrics;radiology",,,Mo-Fr 08:00-17:00,"20",,,,,,,,,,,,,,,,,99224114,1,2021/02/13 18:07:16+00,fa14c88fbd804d149bbfdbc9363868ff
36.8734101530807,-1.25518593450781,"2388299297",node,25,pharmacy,pharmacy,Drugpot dispensing chemist,,,,private,operational,08:00-20:30,,,,,yes,,,,,,,,,,,,,100224317,4,2021/03/01 18:18:56+00,b029c0019f754b3d89d891af4f44050e
36.7951080900143,-1.31634164116627,"701797857",node,21.875,pharmacy,,community chemist,,,,private,operational,07:30-20:00,,,,,no,,,,,,,,,,,,,134493322,5,2023/04/04 12:13:47+00,59d327613ada44569b9771a2997a81bf
36.7923910961007,-1.31203703097248,"698541837",node,21.875,pharmacy,,Meru Chemist,,,,private,operational,07:30-20:00,,,,,yes,,,,,,,,,,,,,134935097,6,2023/04/15 10:44:49+00,9c49bde008d548dd9cb3088e95fdb630
36.8576827690611,-1.26179590335045,"8006237485",node,15.625,clinic,,Undugu,,,,,,Mo-Su 09:00-21:30,,,,,,,,,,,,,,,Mathare 4A,,,92465079,1,2020/10/14 10:12:48+00,5c87334e9ddd4c40a38467c0e95f59f2
,,"235477100",way,9.375,hospital,,Chuthber Health Centre,,,,,,,,,,,,,,,,,,,,,,,,17555592,1,2013/08/28 14:14:55+00,8569112c16794e76b7c3ff7e678fb0b2
36.8454994213413,-1.26546642256915,"8100968417",node,15.625,pharmacy,,The great,,,,,,Mo-Su 07:30-09:30,,,,,,,,,,,,,,,Hot spot zone at mlango kubwa,,,113752869,2,2021/11/14 07:09:04+00,a0e9febaa04d4bb282e3cfae48d22b64
36.8904209741142,-1.25984895488131,"8963037627",node,12.5,pharmacy,pharmacy,Jerusalem in Dandora,,,,,,,,,,,,,,,,,,,,,,,,108889610,1,2021/07/30 12:02:35+00,f30a0fb56fc54545816b9182ec8a9c7f
,,"797326400",way,18.75,hospital,hospital,huruma medical clinic,,,,private,,,,,,,,,,,,,,,,,,,,84251592,1,2020/04/28 08:54:35+00,455d4dd2262a4ce8aa4bf072427160df
36.8878217459401,-1.3250666156367,"878845728",node,9.375,hospital,,Proposed Health Centre,,,,,,,,,,,,,,,,,,,,,,,,10503199,4,2012/01/26 13:35:14+00,db869654657d44a8ad05e4a9d50c9705
37.6281615580059,-0.230264416447142,"651910906",node,25,hospital,hospital,PCEA Chogoria Hospital,PCEA,GPS,"internal;paediatrics;radiology;surgery;dermatology;dentist;general;gynaecology;maternity",religious,,,,,,,,,,,,,,,,,,,,94346914,3,2020/11/18 09:35:07+00,70267ff44a7f4f6f94a678171bb86ebb
,,"314383993",way,21.875,hospital,hospital,Plainsview Hospital,,,,,,,,,,,,,yes,,,,,,,,Thika Road,,Ruiru,66832342,2,2019/02/01 12:47:28+00,a60448e32576482e8e6a032135462c32
36.7597234666722,-1.28474530278243,"5339103764",node,12.5,pharmacy,pharmacy,Patan Chemist,,,,,,,,,,,,,,,,,,,,,,,,135396311,2,2023/04/26 17:25:10+00,d896a8e20baa4aff81ec09e2acd6fc76
,,"667423495",way,18.75,hospital,hospital,Isiolo County Referal Hospital,,,,,,,,,,,,,,,,,,,,,Isiolo-Mandera Road,,Isiolo,66798841,1,2019/01/31 11:36:44+00,b766a2d2cc6d4e0ead0bf94a49c7ddcf
36.7533359535398,-1.29793498179725,"8074036736",node,15.625,pharmacy,,Wa Ann Pharmacy,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,17a49f244eb14e9cbea97566d7294011
36.9857234646542,-0.438260924602758,"1170757964",node,9.375,hospital,,Thunguma Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,7384591,1,2011/02/24 19:35:31+00,671afdeb86764b358b77ca280c07eba8
,,"644904156",way,18.75,hospital,hospital,Githunguri Health Centre,,,,,,,,,,,,,,,,,,,,,Kiambu Road,,Githunguri,64530080,1,2018/11/15 13:46:46+00,ffed164f3d2e49e188fc4d69cf78ee48
36.8858406831251,-1.25267396194573,"8963037628",node,12.5,pharmacy,pharmacy,Bluerace Chemist,,,,,,,,,,,,,,,,,,,,,,,,108889610,1,2021/07/30 12:02:35+00,8fa061ac01bc4cd2a58213a4da639741
37.5372216804297,-1.81558170814006,"5588170686",node,9.375,hospital,,Nziu Health Centre -Maternity wing,,,,,,,,,,,,,,,,,,,,,,,,75323440,4,2019/10/05 16:52:48+00,1e4bcc98871243b384146cd31ea738a4
36.8892934404993,-1.33011092878553,"6208216873",node,18.75,clinic,clinic,Gertrude's Children's Hospital,,,,,,,,,,,,,,,,,,,,,Airport North Road,,Nairobi,66307782,1,2019/01/14 16:53:10+00,b4a265aad89f48bebac567f40cce1d92
36.8015212517705,-1.26330573556908,"11399675222",node,15.625,hospital,hospital,Vital Rey Hospital,,,radiology,,,,,,,,,,,,,,,,,,,,,144857738,5,2023/12/07 08:47:50+00,d9d37977435243f689a1d55a1536e019
36.8783999838589,-1.3093200370588,"8894592641",node,12.5,clinic,clinic,Access Afya,,,,,,,,,,,,,,,,,,,,,,,,107429683,1,2021/07/05 09:34:43+00,67275c02197d4d30b4c32985a1c0c129
36.8755812336407,-1.31914698033941,"1432508036",node,12.5,pharmacy,,Paradise med clinic,,,,,,,,,,,yes,,,,,,,,,,,,,9297611,1,2011/09/14 09:40:36+00,165a7024242e48dcb7d2bbb4e0b36d25
36.8799540725263,-1.25771182102915,"8962922300",node,12.5,clinic,clinic,Catholic Dispensary Kariobangi,,,,,,,,,,,,,,,,,,,,,,,,108887077,1,2021/07/30 11:25:52+00,8b612e06aad841459fe13d00da04f9bf
,,"792434806",way,12.5,hospital,hospital,Kingoni Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,83630870,1,2020/04/16 07:18:59+00,be00578beea942b88100be7f72bf9729
37.3587177367804,-1.11136136086768,"9984073588",node,9.375,pharmacy,,Yatta MCF Dispensary,,,,,,,,,,,,,,,,,,,,,,,,125495135,1,2022/08/28 20:52:44+00,2d44135716d64bea823045d25df8dbdc
36.8642999463404,-1.31246006562566,"8894604379",node,12.5,pharmacy,pharmacy,Kingstone Clinic,,,,,,,,,,,,,,,,,,,,,,,,107429931,1,2021/07/05 09:39:09+00,83ccd065932c4eab9a0721254f96e6ea
,,"229281875",way,9.375,clinic,,gachoire_dispensary,,,,,,,,,,,,,,,,,,,,,,,,17100990,2,2013/07/26 12:25:00+00,060b520d50e946c1990ee51c93dd0342
,,"798278752",way,18.75,hospital,hospital,Aga Khan University Hospital Medical Centre,,,,,,,,,,,,,,,,,,,,,Malaba Road,,Eldoret,84396031,1,2020/04/30 08:43:26+00,63e4419a30bd4bc2b37301457169a934
,,"622695767",way,21.875,hospital,hospital,KIbera D.O. Health Centre,,,,government,operational,08:00-17:00,,,,,,,,,,,,,,,,,,134812930,3,2023/04/12 11:38:38+00,d883272ffd8d4239abeabd8e72c0d0b3
36.7801899787461,-1.31621507442836,"7930812990",node,15.625,clinic,,Tabitha Medical Clinic,,,,private,operational,,,,,,,,,,,,,,,,,,,136014599,2,2023/05/12 11:38:57+00,2c887a51a3764d3799b4811f76b26757
,,"798307183",way,18.75,hospital,hospital,Elgon View Medical Cottage,,,,,,,,,,,,,,,,,,,,,Mumias-Bungoma Road,,Bungoma,84402530,1,2020/04/30 10:03:30+00,3992c0b5821a4c2aba7380107785399e
,,"797356355",way,12.5,hospital,hospital,Lagboqol Dispensary,,,,,,,,,,,,,,,,,,,,,,,,84257604,1,2020/04/28 10:12:40+00,e1bb22b1c2534505820caa63891b5754
,,"442443199",way,15.625,clinic,clinic,Odada Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,Migori,66770950,2,2019/01/30 13:40:08+00,c06281efa93644a0b924efba64065869
34.5582593458549,0.580824861011422,"6236062123",node,18.75,clinic,clinic,Kory Family Hospital,,,,,,,,,,,,,,,,,,,,,Mumias-Bungoma Road,,Bungoma,66630734,1,2019/01/25 12:47:53+00,4c2b02743f7a465babf30ca8b4502dc1
34.7760688833318,-0.083104767353291,"8214402663",node,15.625,pharmacy,,Rivers Chemist,,,,private,operational,,,,,,,,,,,,,,,,,,,137618919,2,2023/06/21 19:12:35+00,e4f81d55b1fc4de08c09a8abb16af0b8
,,"797318619",way,12.5,hospital,hospital,tupendane dispensary,,,,,,,,,,,,,,,,,,,,,,,,84249993,1,2020/04/28 08:34:22+00,a99f9dec1b5b48aeaf4a5afb4d329d3b
36.7500449668968,-1.28876836484864,"8074036789",node,15.625,pharmacy,,The Sama Chemist,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,4acc7f2cbb3547858df2d895dc8676fd
,,"229660827",way,12.5,hospital,hospital,Nairobi Hospital,,,,,,,,,,,,,,,,,,,,,,,,83710000,2,2020/04/17 13:31:44+00,5bd305eb9ff646939e8e9104b25fbce4
,,"792819989",way,12.5,hospital,hospital,amani hospital maternity service center,,,,,,,,,,,,,,,,,,,,,,,,83689796,1,2020/04/17 07:52:26+00,6286f407effe405d9b81e042ef0590ef
,,"792913688",way,12.5,hospital,hospital,Kemrif hospital,,,,,,,,,,,,,,,,,,,,,,,,83707970,1,2020/04/17 12:44:24+00,abcf3685c7244ecf923fbf6dacc2781e
36.8093439981833,-1.29465430489512,"4905830422",node,21.875,clinic,clinic,AAR Williamsom Health Centre,,,,,,,,,,,,,,,,,,,,"2nd Floor, Williamsons House, P. O. Box 41766 Fourth Ngong Ave, Nairobi",4th Avenue Ngong,,Nairobi,145287986,3,2023/12/19 11:44:47+00,c366c216e403417797039e1a7efdac23
36.799029228138,-1.31794861964272,"708750143",node,12.5,pharmacy,,Kisum Community Pharmacy,,,,,closed,,,,,,,,,,,,,,,,,,,134439265,4,2023/04/03 06:41:04+00,d7e0b9343e2f40d39f85485f58bde07d
36.8169124376538,-1.260888813789,"5340923453",node,18.75,clinic,clinic,Mathura,,,,,,,,,,,,,,,,,,,,,2nd Parklands Avenue,,Nairobi,65528119,3,2018/12/16 18:02:43+00,091d1de623d4437eb31c35c1ca9c022e
38.2363166615495,-1.0478505070555,"6244567552",node,9.375,hospital,,Mathuki Health Centre,,,,,,,,,,,,,,,,,,,,,,,,66740351,1,2019/01/29 14:30:20+00,2028d59085f240b089a1a7cfede33026
37.5432727439687,-0.835661538570577,"3283879911",node,9.375,hospital,,mbondoni dispensary,,,,,,,,,,,,,,,,,,,,,,,,28929411,2,2015/02/18 10:57:03+00,d0fcda52acbc465b8794942dd7101a7b
,,"796943125",way,12.5,hospital,hospital,Nzawa health centre,,,,,,,,,,,,,,,,,,,,,,,,84200247,1,2020/04/27 12:43:15+00,022715b404974b2a835a70b94a92647f
36.9003873922637,-1.24829961431755,"8415981917",node,28.125,clinic,clinic,Dandora I Health Centre,,,,public,operational,Mo-Fr 09:00-17:00,"0",,,,,,,,,,,,,,,,Nairobi,99128968,1,2021/02/11 18:41:09+00,f691ef57bcf34851bd53eae311b89861
37.4236448807718,3.12732114114911,"8091849200",node,9.375,hospital,,Kalacha Referral Hospital,,,,,,,,,,,,,,,,,,,,,,,,93720322,1,2020/11/07 20:50:42+00,ec600eccbfb04fe69d61c388e387fa2b
,,"625280310",way,18.75,hospital,hospital,Nakuru War Memorial Hospital,,,,,,,,,,,,,,,,,,,,,Old Nairobi Road,,Nakuru,62551120,1,2018/09/13 12:59:55+00,496b7065fab943efab99e198593ed349
36.8965949163538,-1.31328266560311,"8120540042",node,18.75,hospital,hospital,BRISTOL PARK HOSPITAL FEDHA,Unknown,,,private,,,,,,,,,,,,,,,,,,,,97493188,2,2021/01/14 11:40:13+00,9ad6c5fc5f024e9fbb620f16ba09276b
36.9714929209033,-1.28897590077119,"9800982577",node,12.5,hospital,hospital,Mediheal Utawala,,,,,,,,,,,,,,,,,,,,,,,,122058381,1,2022/06/07 08:12:22+00,e210157621df45138fd31148ca271b27
37.6282566926069,-1.78560005958354,"5588006402",node,9.375,clinic,,Sunshine Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,58848349,2,2018/05/10 12:00:28+00,9791ba972d6443e785dcd8844f19b0e4
,,"203122177",way,18.75,hospital,hospital,Likia Dispensary,,Survey,,,open,,,,,,,,,,,,,,,,,,,83700266,2,2020/04/17 10:30:41+00,52ec1abb76a14e68b5b3a8967792025b
,,"322159493",way,12.5,hospital,,Ndege Oriedo,,,,,,,,,,,,,yes,,,,,,,,,,,29312655,2,2015/03/07 17:26:41+00,be6ce9d7790d48729cd626028c8cc5d2
,,"792498483",way,12.5,hospital,hospital,Wakibe Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,83643245,1,2020/04/16 10:42:30+00,32ec967cf3fc455aa65741dc0dabf376
,,"540455498",way,15.625,hospital,hospital,katito hospital,clinical officer,,,,,,,,,,,,,,,,,,,,,,,62712807,2,2018/09/18 23:39:06+00,e523b7c6825d493e9426e37f36a28903
36.7773191769092,-1.31170376650232,"696655693",node,21.875,pharmacy,,Pollar pharm,,,,private,operational,08:00-21:00,,,,,yes,,,,,,,,,,,,,135607304,6,2023/05/02 09:28:28+00,2eea4af812aa4ab194059a930bdf48e4
34.7842732577961,-0.07943332612524,"8214402707",node,15.625,pharmacy,,Daestate Pharmacy,,,,private,operational,,,,,,,,,,,,,,,,,,,136684237,2,2023/05/29 07:47:47+00,642b165e062742cc96d08fceeca9e224
,,"571406191",way,12.5,hospital,,Eldama Ravine Sub-County Referral Hospital,,,,,,,,,,,yes,,,,,,,,,,,,,67759409,2,2019/03/04 09:12:18+00,449374581e954e86a7fef7610185cb68
39.5672285235957,-4.28059004763421,"1458463455",node,9.375,clinic,,Pendo Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,27707823,2,2014/12/26 13:03:20+00,93b19dd261614b56997e39c4cae05274
36.8937073507105,-1.31834122798736,"8415873217",node,25,hospital,hospital,Afrismart Group of Hospitals LTD,,,,private,operational,Mo-Su 08:00-17:00,"3",,,,,,,,,,,,,,,,,99127736,1,2021/02/11 18:11:30+00,f5808c4982a54ac7ad288ed5803948d1
,,"798365407",way,12.5,hospital,hospital,MASIMBA HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,84414092,1,2020/04/30 12:44:29+00,f76d61e4dc4b4a64b00383c2bc939be9
,,"482525706",way,9.375,pharmacy,,Moonlight Chemist,,,,,,,,,,,,,,,,,,,,,,,,47131902,1,2017/03/24 18:48:01+00,ce26e927571e44469282f9a8e38d901e
34.5379845279065,-0.487088025159409,"10006564971",node,28.125,hospital,hospital,Meditrina Hospital,,,general,,,,,,,,,yes,yes,,,,,,,,,527-40300,Homa Bay,125903251,1,2022/09/07 13:44:56+00,94be0d50a5434258b8300d41586cba54
36.6646980818512,-1.24470176619934,"7321424685",node,34.375,clinic,clinic,Plan Med Health Services,private,,,private,,Mo-Fr 08:00-20:00,,,,dialysis,,yes,,,water_works,grid,,,,,,,,82515938,2,2020/03/23 09:52:06+00,fafed26d24c848e78750af1ed613a9eb
39.6647810522236,-4.0371857820837,"6022279679",node,15.625,,laboratory,Microbiology and Chemistry Laboratories,,,,,,,,,,,,,,,,,,,,,Obote Avenue,,Mombasa,63977914,1,2018/10/29 13:23:26+00,422c1f1c396e49029bb74e9adedbadc8
36.844656118063,-1.31180393024525,"8429583019",node,28.125,clinic,clinic,Lengo Medical Clinic,,,gynaecology,private,operational,Mo-Su 08:00-17:00,"0",,,,,,,,,,,,,,,,,99399589,1,2021/02/16 18:22:19+00,f531aab937624090a8467081c14f4b4b
36.7753248706871,-1.3110790632588,"7930813012",node,15.625,clinic,,Rosade Pharmacy and Clinic,,,,private,operational,,,,,,,,,,,,,,,,,,,91281159,1,2020/09/22 09:36:09+00,944e963ba9184dbfbaa914095f840510
34.7373249608358,-0.144200208127955,"8190981865",node,15.625,clinic,,Dunga Dispensary,,,,private,operational,,,,,,,,,,,,,,,,,,,95232783,1,2020/12/03 14:32:18+00,fd4dea2996a2489d8854e8e0705f600c
36.8392815579291,-1.30836131497381,"3856130857",node,9.375,pharmacy,,baraka chemist,,,,,,,,,,,,,,,,,,,,,,,,35546881,1,2015/11/24 09:58:33+00,52df493219bb43b284575a117f3d662b
,,"798333660",way,12.5,hospital,hospital,Mutito Sub County Hospital,,,,,,,,,,,,,,,,,,,,,,,,84408230,1,2020/04/30 11:15:13+00,47fbe3f6b99d49f59a4d5b9351ddf30a
36.845691618381,-1.26578677890845,"7952200590",node,15.625,hospital,,Mlango Kubwa Health Centre,,,,private,operational,,,,,,,,,,,,,,,,,,,91659564,1,2020/09/28 17:45:03+00,f67a55d8e65e4cb09b1bd8539a4e7349
36.8734432615982,-1.31899937502453,"1432508108",node,12.5,pharmacy,,wadani hospital,,,,,,,,,,,yes,,,,,,,,,,,,,9297611,1,2011/09/14 09:40:42+00,927224aefc6747ee96e21830843cbf86
36.8646149382617,-1.25954494325319,"8032765486",node,18.75,pharmacy,,Likened,,,,,,Mo-Su 09:00-22:00,,,,,yes,,,,,,,,,,Magorofani,,,113752869,3,2021/11/14 07:09:04+00,1fa2e4fa6c3b4f658e29dab6a0f823df
,,"643861438",way,18.75,hospital,hospital,Naivasha District Hospital,,,,,,,,,,,,,,,,,,,,,Kenyatta Avenue,,Naivasha,120984727,3,2022/05/14 16:01:21+00,7a3f21187361489489135c73c563349b
36.8547132284047,-1.26366330755846,"7952200603",node,15.625,hospital,,Muradi Medical Centre,,,,private,operational,,,,,,,,,,,,,,,,,,,91659564,1,2020/09/28 17:45:03+00,3d529a8093204df78896631d8ac72e6c
39.5666174828544,-4.2810831549979,"1456881709",node,9.375,pharmacy,,Atlas Phamaceutical,,,,,,,,,,,,,,,,,,,,,,,,64521560,2,2018/11/15 10:10:09+00,414837a4eff444eb9270639b9a89ecf7
,,"700295350",way,15.625,hospital,hospital,Chuka District Hospital,,,,,,,,,,,,,,,,,,,,,,,Chuka,84416207,2,2020/04/30 13:24:20+00,08eae25131304daabcd04c177edf82d9
36.7501516685242,-1.28975172972895,"8074036741",node,15.625,pharmacy,,Galena,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,f33026e0e6f84bc1a71f211d5ded391a
34.7085566765827,-0.062400041591189,"8190978362",node,18.75,hospital,,Kodiaga Sub-County Hospital,,,,county_government,operational,,,,,,,,,,,,,,,,,,Bondeni,95359791,2,2020/12/06 09:57:28+00,3d0205d50cde44e5ae2d235e2fc00023
,,"443663190",way,18.75,clinic,clinic,Boma Labs Clinic,,,,,,,,,,,,,,,,,,,,,A1,,Migori,66770950,2,2019/01/30 13:40:07+00,6fe47057ac664df18c5e90c406434531
36.8744959448178,-1.31954763531113,"1432508020",node,12.5,pharmacy,,Mwa medical clinic and maternity,,,,,,,,,,,yes,,,,,,,,,,,,,9297611,1,2011/09/14 09:40:35+00,8e346446d67f4c0682e0b48c65a7c0a5
37.157073789221,-0.72070574820259,"3105367388",node,15.625,pharmacy,,Flovins Chemist,,,,,,Mo-Sa 08:00-18:00,,,,,yes,,,,,,,,,,,,,64908393,2,2018/11/26 18:50:19+00,78b1e154bd06475c8c556c6cb34ddf93
37.6278360887057,-1.78417253765409,"5588163884",node,15.625,hospital,,Makueni County Referral Hospital,,,,,,,,,,,,,,,,,,,,,Wote-Makindu Road,,Wote,75323440,5,2019/10/05 16:52:48+00,7eec7c523c9f4852b86db96aeed43454
,,"532399704",way,12.5,pharmacy,pharmacy,"36.6",,,,,,,,,,,,,,,,,,,,,,,,52909802,1,2017/10/13 20:21:43+00,30367f04d4a44be7a7e4152e3a14e846
36.7972463973329,-1.31291922628151,"612008952",node,18.75,clinic,,St Paul Medical Clinic,,,,private,operational,Mo-Fr 08:30-20:00,,,,,,,,,,,,,,,,,,134493322,9,2023/04/04 12:13:47+00,43b13a8e36bf4cb598d95f0187635717
,,"502838496",way,12.5,hospital,hospital,Alghadir Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,111323740,2,2021/09/17 07:40:49+00,5227de5a9f894c29944d93f8c95f956d
36.97278909841,-1.29015582128093,"9800982566",node,12.5,clinic,clinic,Gibbos Clinic,,,,,,,,,,,,,,,,,,,,,,,,122058381,1,2022/06/07 08:12:22+00,6b9f7d8b52084265a5e8d59142654579
,,"797393187",way,25,hospital,hospital,Nairobi West Hospital,,,,,,,,,,,,,yes,,,,,,,"Gandhi Ave, Nairobi",Musufi Road,,Nairobi,130674451,2,2022/12/30 07:38:55+00,5df45ecc1df94d6f8c84a60ec28eabda
36.7623080265157,-1.2758153069604,"8074036796",node,15.625,pharmacy,pharmacy,Mac Olben,,,,,unknown,,,,,,,,,,,,,,,,,,,135607304,3,2023/05/02 09:28:28+00,36118e4c719741d499962c01255bd38e
37.160163945464,-0.720462840648622,"3105367422",node,15.625,pharmacy,,Mwanjo Pharmacy,,,,,,Mo-Su 08:00-18:00,,,,,yes,,,,,,,,,,,,,117059766,2,2022/02/05 20:21:35+00,ca2c10ab1ab149f4a15fc783c2d0c9e6
37.0474727776954,-1.43811460102336,"4340487489",node,9.375,clinic,,Clinix,,,,,,,,,,,,,,,,,,,,,,,,41313076,1,2016/08/07 22:23:32+00,0fc35ce745c848aebe6af0310214727f
,,"798331033",way,12.5,hospital,hospital,Kaumu Dispensary,,,,,,,,,,,,,,,,,,,,,,,,84407491,1,2020/04/30 11:05:47+00,04864b547227412fb84801af93b57ee2
,,"798364263",way,12.5,hospital,hospital,Obama Children's Hospital,,,,,,,,,,,,,,,,,,,,,,,,84413851,1,2020/04/30 12:40:15+00,fbdb7b27ce7c42e38b3ce3de1e2a3c55
,,"367402086",way,12.5,hospital,,Athibohol Dispensary,County Department of Health,,,,,,,,,,,,,,,,,,,,,,,141254624,3,2023/09/14 12:07:48+00,ed71d03795a74757987dcd314813ba02
37.1599386399067,-0.722497547643997,"3105367379",node,12.5,doctors,,Counselling Services,,,,,,Mo-Sa 08:00-18:00,,,,,,,,,,,,,,,,,,64908393,2,2018/11/26 18:50:18+00,1b81ac9a3f2b4cc98f9abbdeba79d7aa
39.6715634368145,-4.06749767762523,"4107841600",node,9.375,hospital,,Pandya Memorial Hospital,,,,,,,,,,,,,,,,,,,,,,,,38408462,1,2016/04/08 15:02:01+00,e2f7e438b29b49a6ab3042bff647543c
,,"797904722",way,18.75,hospital,hospital,Kiboino Health Center,,,,,,,,,,,yes,,,,,always,,,,,,,,84333387,1,2020/04/29 11:10:10+00,a405356c26084e39ab9e4f13487fc1b7
36.7828488860708,-1.31456073819899,"612008801",node,15.625,clinic,clinic,St Knight Medical Clinic,OWNER,,,,,,,,,,,,,,,,,,,,,,,135608976,5,2023/05/02 10:09:37+00,30fc0143b14e44a0ab292f7c19a6d8c0
39.9520172231345,2.5405337719086,"3702342279",node,9.375,clinic,,Sarman Dispensary,,,,,,,,,,,,,,,,,,,,,,,,33407922,1,2015/08/18 06:46:16+00,8271d75121b74d79bcb2abd1f71f4ab7
40.0593144685729,1.75078867560526,"10008199618",node,15.625,pharmacy,,SOMCARE HOSTIPAL,,,,,,,,,,,,,,,,,,,,,Isiolo-Mandera Road,"70200",,125928577,1,2022/09/08 06:56:04+00,6f7b5890100643cbbdd81641e8860149
,,"792824284",way,18.75,hospital,hospital,Palm Beach Hospital,,,,,,,,,,,,,,,,,,,,,Diani Beach Road,,Diani Beach,83690575,1,2020/04/17 08:03:32+00,3a188ecbac8f47c7bf2423afb8a9d4b7
36.7828481316996,-1.30775320789857,"698467045",node,21.875,pharmacy,,Beienish Chemist,,,,private,,08:00-20:30,,,,,no,,,,,,,,,,,,,134935097,4,2023/04/15 10:44:49+00,f3255a6a506e4cb1b6d43cf0f017797d
36.8631799564384,-1.30838050953207,"8963780228",node,12.5,hospital,hospital,Coptic Hospital Lunga Lunga,,,,,,,,,,,,,,,,,,,,,,,,108902476,1,2021/07/30 16:54:55+00,5fc289188ae947bb912662840013a4e2
36.8851569712832,-1.22722080421678,"8962983525",node,12.5,hospital,hospital,Ruaraka Uhai Neema Hospital,,,,,,,,,,,,,,,,,,,,,,,,108888325,1,2021/07/30 11:43:20+00,fc1771f1bd184ddbaea75cf5f4e668b5
37.6271260576878,-1.78367616134815,"5588163890",node,9.375,hospital,,High Dependency Unit,,,,,,,,,,,,,,,,,,,,,,,,58872036,2,2018/05/11 08:49:52+00,9bd115fcfc9e45fc983cd638e1d0ef2f
36.7975112654732,-1.31718603409197,"696864912",node,21.875,clinic,,St Knight Medical Clinic,,,,private,operational,07:00-21:00,,,,,,,,,,,,,,,,,,134439072,7,2023/04/03 06:36:03+00,0175857df07748c59dfffd48418aba57
,,"797924040",way,12.5,hospital,hospital,General hospital,,,,,,,,,,,,,,,,,,,,,,,,84336837,1,2020/04/29 11:55:42+00,304135633fc040498ccf64bc2928e744
36.8646841727819,-1.26019797732945,"2378857100",node,21.875,pharmacy,,Pharm care chemist,,,,private,operational,06:00-21:30,,,,,yes,,,,,,,,,,,,,19292003,4,2013/12/05 16:14:13+00,f25f9d168e6a462f86631df8bf8c3e6f
,,"798272193",way,12.5,hospital,hospital,Hema hospital,,,,,,,,,,,,,,,,,,,,,,,,95357862,3,2020/12/06 08:34:59+00,af934a7266ae4119a204da6f8b0b3efc
35.860358248104,3.53466721850845,"7068927187",node,9.375,pharmacy,,Medseth Medical clinic-Kalokol,,,,,,,,,,,,,,,,,,,,,,,,135792793,2,2023/05/06 21:56:17+00,aa40e63e94c3468aa0ca78d0aeebeea9
36.874456885149,-1.25750705113461,"1111566368",node,15.625,pharmacy,pharmacy,Dispensing Chemist,,,,,,,,,,,yes,,,,,,,,,,,,,100224317,2,2021/03/01 18:18:56+00,36811f0206694a77b580ba455543c986
